id,product_uid,missing_query_terms,query_root_in_desc,query_compound_in_desc,query_other_in_desc,total_query_root,total_query_compound,total_query_other,query_root_also_root_in_desc
180626,174934,"['white', 'rail']",0,1,0,1,2,0,0
180628,174936,"['rain', 'drop', 'emitter']",0,0,0,1,2,0,0
180631,174938,['cbinet'],1,1,1,1,1,2,0
180632,174939,['umbrella'],1,1,0,1,2,0,0
180633,174940,[],1,2,0,1,2,0,0
180635,174942,"['85', 'inch']",1,0,0,1,1,1,0
180645,174948,[],1,2,2,1,2,2,0
180646,174949,['covers'],0,1,1,1,1,1,0
180651,174950,[],1,0,0,1,0,0,0
180652,174951,"['door', 'knobs', 'nickel']",0,0,2,1,2,2,0
180662,174959,['neck'],1,1,1,1,2,1,0
180663,174960,['good'],0,0,3,1,0,3,0
180664,174960,['treated'],1,0,1,1,0,2,0
180666,174962,['hd907'],0,0,1,1,0,1,0
180667,174963,"['5x7', 'fieldstone', 'slate']",1,0,0,1,1,2,0
180669,174965,"['1/4', 'flat']",1,0,2,1,1,3,0
180670,174966,['ap'],1,0,1,1,0,2,0
180671,174967,['colored'],1,2,0,1,2,1,0
180672,174967,"['post', '4', 'heads']",0,1,2,1,1,4,0
180673,174968,"['arm', 'attachments']",0,1,0,1,2,0,0
180677,174971,"['cap', 'oak']",1,1,1,1,3,1,0
180683,174975,[],1,4,0,1,4,0,0
180685,174977,['utx5530'],1,1,0,1,1,1,0
180686,174978,['burgluar'],1,1,0,1,2,0,0
180687,174979,"['rainshower', 'showerhead']",0,1,0,1,2,0,0
180688,174980,[],0,1,1,1,1,1,0
180690,174981,"['quartz', '49']",0,0,0,1,0,1,0
180696,174985,['dowel'],1,1,0,1,2,0,0
180697,174986,['hdtv'],1,1,0,1,2,0,0
180707,174991,"['rf', 'jack']",0,0,0,1,0,1,0
180711,174993,"[""12'"", 'trash']",0,2,0,1,2,1,0
180713,174993,['hickory'],1,0,0,1,1,0,0
180714,174994,['3-mil'],1,0,0,1,0,2,0
180715,174995,['battery'],1,0,0,1,1,0,0
180717,174997,"['enchanted', '160mm']",0,1,0,1,1,1,0
180718,174998,['50146287'],1,1,0,1,1,1,0
180719,174998,[],1,2,0,1,2,0,0
180723,175001,"['wyndham', '60']",1,0,1,1,1,2,0
180726,175004,['finisher'],0,1,1,1,1,1,0
180727,175005,"['premium', 'semi', 'gloss', 'quart']",0,1,0,1,3,1,0
180729,175006,['sink'],1,0,2,1,0,3,0
180732,175008,[],1,0,2,1,0,2,0
180737,175012,"['.75', 'x', '3']",0,0,0,1,0,2,0
180738,175013,"['way', 'heads']",0,1,1,1,2,1,0
180740,175015,['thread'],0,1,1,1,1,1,0
180742,175017,['bulb'],1,1,1,1,1,2,0
180743,175018,"['dummy', 'plate']",0,0,3,1,0,5,0
180746,175019,['seating'],1,1,0,1,1,1,0
180748,175021,[],1,1,3,1,1,3,0
180749,175022,"['curtain', 'drapes']",1,1,0,1,2,1,0
180751,175023,"['stall', '2pice']",1,1,0,1,2,1,0
180754,175025,[],0,1,3,1,1,3,0
180757,175028,"['burner', 'fluid']",0,1,0,1,2,0,0
180760,175030,"['tc-nt2', 'tester']",0,1,0,1,1,1,0
180763,175033,"['with', 'pilers,needlenose']",1,1,0,1,1,2,0
180764,175034,"['srq', 'extreme', 'x', 'sealer']",0,0,0,1,0,3,0
180765,175035,['circular'],1,2,0,1,2,1,0
180767,175036,['1075'],1,0,1,1,0,2,0
180768,175037,['mining'],1,0,2,1,0,3,0
180769,175037,"['high', 'trims', 'plastic']",0,0,1,1,0,3,0
180771,175039,"['continental', 'shut-off']",0,0,2,1,0,3,0
180775,175042,[],1,0,4,1,0,4,0
180776,175042,['1000'],1,1,2,1,1,3,0
180777,175043,"['dishwashers', 'anti', 'fingerprint']",0,0,2,1,1,3,0
180778,175044,"['asb', 'firenze', '36', 'white']",1,1,1,1,2,4,0
180779,175045,"['umbrella', 'brown']",0,1,1,1,1,2,0
180780,175046,"['privacy', 'glass']",1,1,0,1,3,0,0
180781,175047,[],1,0,1,1,0,1,0
180782,175047,[],1,1,0,1,1,0,0
180783,175048,"['vigaro', 'inch']",0,0,2,1,1,2,0
180785,175050,['collectin'],0,1,0,1,1,0,0
180787,175052,"['retro', 'combos']",0,1,1,1,1,2,0
180789,175054,"['penthouse', 'wall']",1,0,0,1,2,0,0
180796,175056,"['threshold', '5', 'piece']",0,0,1,1,1,2,0
180798,175057,"['18', 'white']",1,1,0,1,1,2,0
180799,175057,"['shaker', '32']",1,0,0,1,1,1,0
180800,175058,['02'],1,0,2,1,0,3,0
180806,175063,"['40', 'x', '47']",1,0,1,1,0,4,0
180808,175064,"['black', 'stainles']",0,0,0,1,0,1,0
180815,175069,['sippy'],0,0,0,1,0,0,0
180823,175075,"['fur', 'fake']",1,2,0,1,2,2,0
180825,175076,['cheater'],0,0,2,1,0,2,0
180827,175078,"['wall', 'mount', 'tub', 'fauet']",0,0,0,1,3,0,0
180832,175082,['48'],1,1,1,1,1,2,0
180833,175083,"['96mm', 'cabinet']",1,0,0,1,1,1,0
180834,175084,"['external', 'plug']",1,1,1,1,1,3,0
180837,175085,[],1,0,2,1,0,2,0
180838,175086,['12x17.5'],1,0,1,1,0,2,0
180843,175087,['felxfx-02ivol2339'],0,0,0,1,0,0,0
180845,175088,['mirrir'],1,0,0,1,1,0,0
180847,175089,"['1/4', 'schedule']",1,1,2,1,1,4,0
180855,175093,['scikkens'],0,0,1,1,0,2,0
180857,175094,[],1,0,3,1,0,3,0
180864,175098,"['red', 'brick']",1,0,1,1,0,3,0
180866,175100,"['plastic', 'self', 'drill', 'anchors']",0,0,0,1,3,0,0
180868,175102,"['hg', 'b', 'columns']",0,0,0,1,1,1,0
180870,175104,"['shark', 'navigator']",0,2,0,1,3,0,0
180878,175112,"['expanding', 'plastic', 'scews']",0,0,2,1,0,4,0
180882,175115,"[""24'"", 'board', 'batten']",0,1,1,1,2,2,0
180884,175116,['sms'],1,1,0,1,2,0,0
180885,175117,['spacer'],1,1,3,1,1,4,0
180889,175120,"['5tf', 'tall']",0,0,2,2,0,2,0
180892,175121,['shelfs'],1,0,1,1,0,2,0
180895,175123,"['basement', 'doors', '-', 'bilco']",1,1,0,1,3,2,0
180897,175125,['shadow'],1,1,0,1,2,0,1
180900,175128,['gallery'],1,1,0,1,2,0,0
180902,175130,"['fat', 'max', 'flash']",1,0,0,1,3,0,0
180907,175133,"['new', 'deck', 'rtz', '50']",0,0,1,1,0,4,0
180909,175134,"['bathroom', 'pedelal']",0,1,0,1,2,1,0
180912,175135,[],1,1,0,1,1,0,0
180913,175136,['dehimid'],1,0,0,1,1,0,0
180914,175136,['50028044-001'],1,0,0,1,0,1,0
180917,175137,['switched'],0,0,2,1,0,2,0
180918,175138,['1640vs'],0,1,0,1,1,0,0
180920,175140,[],1,0,0,1,0,0,0
180921,175140,"['pulley', '5/8', 'bore']",0,0,1,1,0,3,0
180925,175144,[],1,0,1,1,0,1,0
180929,175147,[],1,1,0,1,1,0,0
180930,175147,[],1,1,2,1,1,2,0
180932,175148,"['faucet', 'siphon']",1,1,0,1,3,0,0
180933,175149,['18cu'],1,1,1,1,1,2,0
180935,175149,['14.5'],1,0,0,1,0,1,0
180938,175151,"['stainless', 'tee', '1/2']",0,1,1,1,2,2,0
180939,175152,['flex'],0,1,1,1,1,1,0
180946,175157,"['chair', 'caps']",0,2,0,1,3,0,0
180948,175157,['patio/garden'],1,1,0,1,1,1,0
180949,175158,['weber'],1,1,1,1,1,2,0
180956,175164,['4x6'],1,1,0,1,1,1,0
180957,175165,['gate'],1,1,0,1,2,0,0
180958,175166,['scrubbin'],1,0,0,1,1,0,0
180960,175168,['unistruct'],1,0,1,1,0,2,0
180963,175170,[],1,1,5,1,1,5,0
180966,175172,['jacuzzi'],0,2,0,1,2,0,0
180967,175173,"['gavanized', 'pipe', '20', 'feet']",0,0,0,1,0,3,0
180969,175173,"['pipe', 'pecs']",0,1,0,1,2,0,0
180975,175178,['stanley'],1,1,1,1,2,1,0
180979,175181,"['vertical', 'wall', 'patch']",0,0,0,1,1,1,0
180982,175184,"['18', 'inch', 'closit']",0,1,0,1,2,1,0
180983,175185,"['50', 'garbage']",1,1,0,1,2,1,0
180984,175185,"['pivot', 'mirror']",0,0,2,1,1,2,0
180990,175189,['hotwater'],1,1,1,1,1,2,0
180995,175193,"['semi', 'gloss', '5']",1,0,1,1,0,4,0
180998,175196,[],1,0,0,1,0,0,0
181000,175198,['hangers'],0,2,0,1,2,0,0
181003,175201,"['sliding', 'latch']",0,1,1,1,2,2,0
181005,175202,[],1,0,1,1,0,1,0
181007,175204,"['recessed', 'lighting']",1,0,1,1,1,2,0
181009,175205,"['noble', 'wood']",1,1,0,1,2,1,0
181012,175208,['extertal'],0,2,1,1,2,2,0
181013,175209,"['gray', 'inch', 'dual']",0,0,2,1,0,4,0
181015,175211,"['800tvh', 'lip', '15', 'smt']",0,0,0,1,0,3,0
181016,175211,['single'],1,0,1,1,0,2,0
181017,175212,['hickorya'],0,1,0,1,1,0,0
181018,175213,"['4', 'in.', 'tray']",0,1,0,1,2,1,0
181020,175215,['install'],1,1,0,1,2,0,0
181025,175218,[],1,2,0,1,2,0,0
181027,175220,"['5', 'inch']",1,0,0,1,0,2,0
181030,175222,['f8t5'],1,0,0,1,0,1,1
181034,175225,[],1,2,0,1,2,0,0
181037,175227,"['mp70', 'u', 'lightbulb']",0,0,0,1,0,2,0
181039,175228,[],1,0,0,1,0,0,0
181043,175230,['clip-on'],1,0,1,1,0,2,0
181045,175231,['vac'],0,0,3,1,0,3,0
181053,175238,['tile'],0,1,1,1,1,1,0
181054,175239,['umbrella'],1,1,0,1,2,0,0
181055,175240,"['l', 'screwa']",0,0,0,1,0,1,0
181059,175243,['accessories'],0,2,0,1,2,0,0
181060,175244,"['wooden', '8']",1,0,0,1,0,2,0
181067,175249,['fire'],1,2,0,1,3,0,0
181070,175251,"['brush', 'soap']",1,1,3,1,3,5,0
181076,175256,[],1,1,0,1,1,0,0
181079,175257,['standing'],1,1,0,1,2,0,0
181080,175258,"['dishwashers', 'with', 'anti', 'fingerprint']",0,0,1,1,1,3,0
181081,175259,"['squat', 'gu24', 'base']",1,0,0,1,2,1,0
181085,175262,[],1,2,0,1,2,0,0
181086,175263,['shutoff'],0,2,0,1,2,0,0
181088,175265,['sink'],0,2,2,1,2,2,0
181089,175266,['eb5205p'],1,0,0,1,0,1,0
181094,175270,"['multi', 'purpose']",1,0,0,1,1,1,0
181097,175273,['moon'],1,0,1,1,0,2,0
181098,175273,"['t8', 'bulbsu-bent']",0,1,0,1,1,1,0
181101,175275,"['sink,', 'ice', 'bin']",0,0,0,1,2,0,0
181102,175276,"['cultured', 'marbl;e', 'shower', 'walls']",0,0,0,1,2,1,0
181103,175277,"['president', 'seed']",0,1,0,1,2,0,0
181105,175279,['polypropylene'],1,0,2,1,1,2,0
181106,175280,['cafe'],0,0,0,1,0,0,0
181109,175282,"['short', 'front', 'skirt']",0,1,0,1,1,2,0
181110,175283,[],1,2,0,1,2,0,0
181112,175285,['duro'],1,1,0,1,2,0,0
181113,175286,['g4'],1,0,0,1,1,0,0
181116,175289,"['dry', 'wall', 'stirrer']",0,1,0,1,2,1,0
181119,175290,"['pvc', 'universal', 'inc']",0,0,1,1,1,3,0
181123,175292,"['nut', 'one', '4763rln']",0,0,0,1,0,2,0
181124,175293,"['samsung', 'data']",1,0,0,1,2,0,0
181126,175294,"['santa', 'claus']",1,1,0,1,3,0,0
181130,175298,"['french', 'gray']",1,1,0,1,1,2,0
181131,175299,"['assembled', '36', 'x', '34', 'x', '24', 'base']",0,2,2,1,2,8,0
181133,175301,['sidelights'],1,2,1,1,2,2,0
181139,175304,"['t', 'coulpler']",0,1,0,1,2,0,0
181147,175309,"['galvanized', '10', 'guage']",0,0,1,1,0,3,0
181153,175314,"['exterior', 'windo']",0,0,3,1,0,4,0
181154,175315,"['florent', 'madylin']",1,1,0,1,3,0,0
181157,175318,['ez-flush'],0,0,0,1,0,0,0
181161,175320,['pump'],1,0,1,1,1,1,0
181164,175323,['tilekit'],0,1,4,1,1,4,0
181169,175328,"['loading', 'ramps']",0,0,3,1,1,3,0
181170,175329,"['10.5', 'white', 'plastic', 'basket']",0,2,0,1,3,3,0
181171,175330,"['custom', 'drawer']",1,0,0,1,2,0,0
181174,175332,['disability'],1,1,0,1,2,0,0
181175,175333,"['maple', 'sedona']",0,2,0,1,3,0,0
181177,175335,['tap'],1,1,0,1,2,0,0
181179,175337,"['cabinets', 'only']",0,1,1,1,1,2,0
181186,175341,['nicket'],1,0,0,1,0,1,0
181187,175342,['black'],1,0,3,1,0,4,0
181191,175344,"['plastic', 'trailer']",1,0,0,1,2,0,0
181193,175346,['stretch'],1,1,0,1,1,1,0
181195,175348,[],1,0,2,1,0,2,0
181196,175348,['18w'],1,1,0,1,1,1,0
181199,175349,"['security', 'padlock']",0,0,0,1,1,0,0
181201,175351,['firepits'],1,0,0,1,0,1,0
181202,175351,"['stone', 'oblong']",1,1,0,1,1,2,0
181203,175352,['wrench'],0,2,0,1,2,0,0
181204,175353,[],1,0,0,1,0,0,0
181206,175355,"['mosaic', 'esterior']",0,0,0,1,0,1,0
181207,175356,"['enchanted', '160mm']",0,1,0,1,1,1,0
181210,175359,"['temp2', 'o', 'traditional']",1,0,2,1,0,5,0
181213,175362,"['1/2', 'inch', 'hole', 'saw']",0,0,1,1,1,3,0
181217,175365,['pray'],0,1,1,1,1,1,0
181221,175369,['rod'],1,1,0,1,2,0,0
181229,175375,['hdx'],0,2,1,1,3,1,0
181236,175380,['luever'],0,0,0,1,0,0,0
181239,175382,"['single', '14', 'wide']",1,0,0,1,0,3,0
181244,175387,"['triton', 'uv', 'light']",0,0,0,1,1,1,0
181247,175389,['house'],1,0,2,1,0,3,0
181249,175391,['ic'],0,4,0,1,4,0,0
181254,175395,['ext'],1,0,1,1,0,2,0
181256,175397,"['phone', 'bell']",0,1,0,1,2,0,0
181257,175398,['towel'],0,2,0,1,2,0,0
181262,175402,['revolving'],1,0,3,1,0,4,0
181266,175403,['accessories'],0,1,3,1,1,3,0
181279,175413,['water'],1,1,1,1,1,2,0
181285,175417,"['stop', 'door']",0,0,2,1,1,2,0
181287,175419,['accident'],1,1,0,1,2,0,0
181290,175421,"['pipe', 'jack', '1/2']",1,0,0,1,1,2,0
181294,175424,"['18in', 'coth']",0,1,0,1,1,1,0
181297,175425,['storage'],0,0,1,1,0,1,0
181298,175425,"['storage', 'w/shelves']",0,0,1,1,0,2,0
181299,175426,[],0,1,2,1,1,2,0
181302,175429,"['did', 'player']",0,1,0,1,1,1,0
181305,175430,"['3inches', 'x', '4']",1,0,2,1,0,5,0
181308,175432,[],1,2,0,1,2,0,0
181312,175434,['brown'],1,0,1,1,0,2,0
181319,175438,['bprder'],0,2,0,1,2,0,0
181320,175439,['18cu'],1,1,1,1,1,2,0
181324,175442,[],1,2,2,1,2,2,0
181335,175448,[],1,1,0,1,1,0,0
181341,175452,['christmas'],1,1,1,1,2,1,0
181345,175454,['refinia'],1,1,0,1,2,0,0
181346,175455,['accessories'],0,1,0,1,1,0,0
181354,175459,"['semi', 'plastic', 'rocker']",0,0,0,1,0,2,0
181359,175462,"['dry', 'packets']",0,0,3,1,0,4,0
181362,175464,['bronze'],1,0,0,1,1,0,0
181364,175466,['panel'],0,2,0,1,2,0,0
181365,175467,"['foam', 'fill', 'kit']",0,0,0,1,2,0,0
181372,175473,['husky'],1,0,1,1,0,2,0
181379,175478,['58x46'],1,0,1,1,0,2,0
181380,175478,['front'],0,0,2,1,0,3,0
181381,175478,['front'],1,1,4,1,1,5,0
181386,175482,['watherproof'],0,0,2,1,0,2,0
181391,175486,"['vigaro', '14', 'inch', 'saucer']",0,0,0,1,1,2,0
181399,175490,['35'],1,0,0,1,0,1,0
181401,175490,"['tuband', 'tile', 'latex']",1,0,0,1,3,0,0
181405,175494,[],1,0,5,1,0,5,0
181409,175497,"['mounted', 'fixures']",0,1,1,1,1,2,0
181415,175502,['curved'],1,1,1,1,1,2,0
181416,175503,['skill'],1,1,0,1,2,0,0
181417,175504,['precision'],1,0,2,1,0,3,0
181418,175505,"['25', 'year', 'warranty']",0,0,2,1,1,3,0
181419,175506,[],1,0,0,1,0,0,0
181420,175507,"['shower', 'eshaust']",0,0,3,1,0,4,0
181423,175510,['throw'],0,1,1,1,1,1,0
181433,175520,"['5', '1/4', 'deckboard']",0,0,0,1,1,1,0
181438,175523,['design'],1,2,0,1,3,0,0
181439,175523,['aids'],0,1,1,1,1,1,0
181440,175524,"['fiber', 'bener']",1,0,0,1,2,0,0
181442,175524,['11mm'],0,1,1,1,1,1,0
181449,175528,['rosewood'],1,1,0,1,2,0,0
181450,175529,"['6in', 'lap']",1,0,0,1,1,1,0
181451,175530,"['burgundy', 'red', 'foot']",1,0,0,1,1,2,0
181452,175531,"['simpli', 'home']",1,1,0,1,3,0,0
181455,175534,"['nuts', '1/2']",0,1,2,1,2,2,0
181457,175536,"['7', 'inch', 'base']",1,0,2,1,1,4,0
181461,175540,[],1,1,0,1,1,0,0
181463,175541,"['out', 'drw']",1,0,0,1,0,2,0
181464,175542,"['board', 'a22']",0,1,0,1,2,0,0
181465,175542,['cedar'],0,1,1,1,1,1,0
181466,175543,['gringer'],0,1,0,1,1,0,0
181471,175546,['renin'],1,1,0,1,2,0,0
181472,175547,['rolling'],0,1,1,1,1,2,0
181474,175548,['nourison'],1,0,1,1,0,2,0
181475,175549,"['removable', 'weather', 'strip']",0,1,0,1,2,1,0
181477,175550,"['royal', 'clever', 'd']",1,0,0,1,1,2,0
181478,175551,[],1,2,0,1,2,0,0
181479,175551,"['dental', 'shelf']",1,0,0,1,1,1,0
181480,175552,"['joy', 'from']",1,1,1,1,2,2,0
181484,175556,[],1,2,1,1,2,1,0
181493,175562,"['home', 'decorators', 'mantle', 'green']",0,0,0,1,2,1,0
181495,175563,[],1,0,1,1,0,1,0
181509,175568,['lacquer'],1,1,1,1,2,1,0
181510,175569,"['president', 'seed']",0,1,0,1,2,0,0
181511,175570,"['inverted', '2x8']",0,0,2,1,0,3,0
181512,175571,['white'],1,2,0,1,3,0,0
181513,175571,"['weatherstrip', 'tape']",0,0,1,1,1,1,0
181524,175577,['wifi'],1,1,1,1,1,2,0
181525,175578,"['string', 'ligts']",0,1,0,1,2,0,0
181531,175583,['black'],1,1,1,1,1,2,0
181532,175583,[],1,1,2,1,1,2,0
181533,175584,"['pullout', ""29'""]",1,0,0,1,1,1,0
181538,175589,['spraypaint'],0,0,1,1,0,1,0
181540,175590,['stick'],0,1,1,1,1,1,0
181543,175592,"['gallon', 'gloss', 'interior']",1,0,0,1,1,2,0
181546,175593,"['lag', 'bolts']",0,0,2,1,0,3,0
181547,175594,"['3', '1/2', 'non-mortison', 'satin']",1,0,1,1,1,4,0
181553,175598,"['30', 'amp', 'generater', 'receptical']",0,0,0,1,2,1,0
181559,175601,['ltb30'],1,0,0,1,0,1,0
181566,175608,"['sierra', 'ridge', 'mosaics']",0,1,0,1,3,0,0
181567,175609,['for'],1,1,0,1,1,1,0
181568,175610,"['drain', 'part']",1,0,0,1,1,1,0
181569,175611,"['2', 'pipe']",0,0,1,1,0,2,0
181570,175612,"[""3/4'""]",1,0,1,1,0,2,0
181571,175612,[],1,2,1,1,2,1,0
181576,175616,[],1,0,0,1,0,0,0
181581,175621,"['metalic', 'gallon']",0,3,0,1,4,0,0
181583,175623,"['manuel', '425', '-', '1649']",0,0,1,1,0,4,0
181588,175627,['vlve'],0,1,0,1,1,0,0
181589,175628,"['snow', 'blowerr']",1,1,0,1,3,0,0
181590,175629,"['18', 'gauge', 'copper']",0,1,0,1,2,1,0
181592,175631,['strada'],1,2,0,1,3,0,0
181600,175636,"['ridgid', 'powerwasher', 'parts']",0,0,0,1,2,2,0
181606,175641,"['round', 'for', 'kitch']",0,0,1,1,0,3,0
181608,175643,"['sku', '514416']",0,0,0,1,0,1,0
181609,175644,"['high', 'density', 'sound', 'board']",0,0,0,1,2,1,0
181614,175647,['96mm'],1,0,1,1,1,1,0
181616,175648,"['pvc', 'to', 'corragated', 'connector']",0,0,0,1,0,3,0
181617,175649,['comercial'],1,1,0,1,1,1,0
181618,175650,"['southern', 'millwork']",1,2,0,1,3,1,0
181620,175650,"['wall', 'stopwa']",0,1,0,1,2,0,0
181622,175652,['spins'],1,1,2,1,1,3,0
181625,175654,"['tubular', 'handle']",0,1,2,1,1,3,0
181630,175659,['kingsley'],1,1,0,1,2,0,0
181631,175659,['brambury'],0,1,1,1,1,1,0
181632,175660,[],1,0,2,1,0,2,0
181635,175662,"['fitting', 'degree']",0,1,3,1,2,3,0
181636,175662,"['face', 'degree']",0,0,2,1,1,2,0
181637,175662,['fitting'],0,0,2,1,0,2,0
181638,175663,"['kitchen', 'faucet']",0,1,2,1,2,2,0
181639,175664,"['premium', 'semi', 'gloss', 'quart']",0,1,0,1,3,1,0
181640,175665,['traditional'],1,1,1,1,1,2,0
181641,175666,[],1,1,0,1,1,0,0
181642,175667,['wash'],0,3,0,1,3,0,0
181643,175667,"['upholstery', 'fabric']",1,0,3,1,1,4,0
181651,175675,"['l', 'tub', 'fauctes']",0,0,0,1,2,0,0
181652,175676,"['low', 'arch']",1,0,1,1,1,2,0
181655,175678,"['short', 'side', 'hookups']",0,0,0,1,1,1,0
181660,175683,"['with', 'pilers,needlenose']",1,1,0,1,1,2,0
181663,175685,"['profile', 'white']",0,0,1,1,0,2,0
181664,175686,['firepits'],1,0,0,1,0,1,0
181667,175687,"['travertine', 'medallions']",0,0,0,1,1,0,0
181669,175688,"['wood', 'chips', 'best', 'cover']",0,0,1,1,1,3,0
181670,175689,"['inch', 'combos']",0,1,1,1,2,1,0
181676,175695,"[""'"", 'eye', 'bolt']",0,0,1,1,1,2,0
181677,175695,[],1,1,0,1,1,0,0
181681,175699,"['steel', 'hinge', 'clips']",0,1,1,1,3,1,0
181685,175701,"['1/4', ""'"", 'rope']",0,2,1,1,2,3,0
181688,175704,"['1/2', 'zip', 'wall']",0,0,0,1,1,1,0
181689,175704,['26'],1,0,1,1,0,2,0
181691,175705,"['1/2', 'inch', '22']",1,1,0,1,1,3,0
181693,175707,"['bathroom', 'lights']",0,1,0,1,1,1,0
181698,175711,[],1,1,5,1,1,5,0
181699,175712,['br200'],1,0,0,1,1,0,0
181703,175714,[],1,1,1,1,1,1,0
181705,175715,['track'],1,1,1,1,2,1,0
181707,175717,"['multi', 'purpose', 'foam', '10030bulk']",0,0,1,1,2,2,0
181709,175719,"['bath', 'room']",1,1,1,1,3,1,0
181712,175719,"['light', 'wall']",1,1,0,1,2,1,0
181716,175721,"['shark', 'navigator']",0,2,0,1,3,0,0
181717,175721,"['z-line', 'series', '24x24x2']",1,0,0,1,1,2,0
181719,175723,"['brass', 'colored', 'coach']",1,0,0,1,1,2,0
181721,175724,['4x4x4'],1,1,0,1,1,1,0
181722,175725,"['eva', 'chrome', 'bathroom']",1,0,0,1,2,1,0
181723,175726,['whitesilicone'],0,0,0,1,0,0,0
181725,175727,['.89'],1,0,1,1,0,2,0
181726,175728,['box'],1,1,1,1,2,1,0
181733,175731,[],1,2,0,1,2,0,0
181734,175731,[],1,0,0,1,0,0,0
181739,175733,['age'],1,0,1,1,1,1,0
181742,175734,['extendible'],1,0,1,1,0,2,0
181745,175737,[],1,1,0,1,1,0,0
181747,175738,['faun'],1,0,0,1,1,0,0
181749,175740,['1x5'],1,1,0,1,1,1,0
181750,175741,"['per', 'foot']",1,0,3,1,0,5,0
181758,175745,['ironboard'],1,0,1,1,0,2,0
181759,175745,['wrt111sfdb'],1,1,0,1,2,0,0
181760,175746,['trough'],1,1,0,1,1,1,0
181761,175747,"['cream', 'colored', 'inch', 'vanity']",0,0,1,1,1,3,0
181764,175749,"['mower', 'replacement']",1,0,0,1,2,0,0
181766,175751,"['single', 'handle', 'valvue', 'rebuild']",0,0,0,1,1,2,0
181769,175753,[],1,2,0,1,2,0,0
181773,175757,['br200'],1,0,0,1,1,0,0
181775,175758,[],1,1,0,1,1,0,0
181779,175761,['nitch'],1,1,1,1,1,2,0
181783,175763,['sg102-c1824gg'],0,0,0,1,0,0,0
181792,175768,['display'],1,2,0,1,3,0,0
181806,175777,[],1,2,0,1,2,0,0
181807,175778,['decoator'],1,0,0,1,1,0,0
181811,175780,['millimeter'],1,0,1,1,0,2,0
181813,175781,['hotwater'],1,1,1,1,1,2,0
181819,175784,"['duramax', 'vanity']",0,0,0,1,1,0,0
181820,175785,"['205', '14']",1,1,0,1,2,1,0
181827,175790,"['1', '1/8']",0,0,2,1,1,3,0
181828,175791,"['heating', 'panels']",0,1,1,1,2,1,0
181833,175795,[],1,1,0,1,1,0,0
181841,175799,"['free', 'kids']",0,0,2,1,0,3,0
181842,175800,"['rechargeable', '100', 'lumen']",1,0,1,1,1,3,0
181845,175802,['paddle'],1,2,0,1,3,0,0
181846,175802,"['harbor', 'breeze']",0,3,0,1,4,0,0
181848,175802,"['ranger', 'light', 'cover']",0,1,0,1,2,1,0
181855,175808,"['1', '1/2', 'round', 'poplar']",0,0,0,1,1,2,0
181858,175809,"['kitpicture', 'kit']",0,1,2,1,1,3,0
181860,175810,"['almond', 'interior']",1,0,1,1,0,3,0
181868,175817,"['smooth', 'rubberized']",1,0,0,1,0,2,0
181869,175818,['dish'],0,1,2,1,1,2,0
181875,175822,"['75,car']",1,1,1,1,1,2,0
181876,175822,['h6'],0,2,0,1,2,0,0
181878,175823,['22/2'],1,0,1,1,0,2,0
181879,175823,['4awg'],1,1,0,1,2,0,0
181880,175823,['rj'],0,0,2,1,0,2,0
181884,175824,"['2amps', '250v', 'fuse']",0,0,0,1,1,1,0
181885,175825,"['36x30x12', 'diagonal']",1,1,0,1,1,2,0
181887,175827,[],1,0,0,1,0,0,0
181890,175829,"['dual', '3m', 'veclro']",1,0,0,1,0,3,0
181891,175830,['stock'],1,0,2,1,1,2,0
181892,175830,"['oval', 'transition']",0,2,0,1,3,0,0
181893,175831,"['multi', 'pak', 'or', 'sandpaper']",0,0,2,1,0,5,0
181906,175839,"['light', 'almond']",1,0,1,1,0,3,0
181908,175840,['bprder'],0,2,0,1,2,0,0
181909,175841,"['privacy', 'pivot']",1,1,0,1,3,0,0
181910,175842,['tru'],1,1,0,1,2,0,0
181911,175843,"['ft', 'walton']",1,0,1,1,1,2,0
181916,175846,"['2', 'roofing']",1,1,1,1,2,2,0
181922,175851,"['19.5', 'oval', 'drop', 'bathroom']",1,0,1,1,1,4,0
181925,175853,['cla'],1,1,0,1,1,1,0
181933,175859,"['dra12', 'inch', 'wer']",1,0,0,1,1,2,0
181939,175864,[],1,0,2,1,0,2,0
181941,175865,['stud'],1,0,0,1,1,0,0
181950,175873,['trim'],0,0,2,1,0,2,0
181951,175874,"['desk', 'top']",1,0,0,1,1,1,0
181954,175877,"['59', '3/8']",1,1,1,1,2,2,1
181965,175886,[],1,1,2,1,1,2,0
181966,175887,['2'],1,2,1,1,2,2,0
181968,175889,[],1,0,1,1,0,1,0
181976,175895,"['scraper', 'heated']",0,1,0,1,1,1,0
181977,175896,"['2amps', '250v']",1,0,0,1,1,1,0
181979,175897,['floorong'],1,1,0,1,2,0,0
181982,175900,"['johnston', 'cove']",1,0,0,1,2,0,0
181984,175901,[],1,0,0,1,0,0,0
181985,175902,[],1,1,2,1,1,2,0
181990,175907,['huricane'],1,1,0,1,2,0,0
181992,175908,['towel'],1,2,1,1,3,1,0
181995,175910,['gee'],1,1,0,1,2,0,0
181996,175910,['silver'],1,1,0,1,2,0,0
181999,175912,"['resurface', 'products']",0,1,0,1,2,0,0
182000,175913,"['p', 'odor']",0,1,0,1,2,0,0
182002,175915,"['touch', 'biscuit']",0,1,0,1,2,0,0
