id,product_uid,query_root_in_attr,query_compound_in_attr,query_other_in_attr
214225,200475,1,0,3
214227,200477,0,1,1
214233,200483,1,0,1
214239,200489,0,0,1
214241,200490,0,0,1
214243,200491,1,1,1
214249,200495,1,0,1
214253,200499,0,1,0
214254,200500,0,1,0
214255,200501,1,0,0
214256,200502,0,0,2
214258,200504,1,0,0
214259,200505,1,0,0
214260,200506,1,0,0
214261,200507,0,1,0
214265,200511,0,1,0
214267,200513,0,0,0
214270,200516,1,0,0
214273,200518,0,0,0
214274,200519,0,1,1
214277,200520,0,1,0
214280,200523,0,0,0
214282,200525,1,0,0
214286,200528,1,2,0
214291,200532,1,1,1
214292,200533,1,2,0
214293,200534,1,1,0
214296,200537,1,1,0
214297,200538,1,0,1
214304,200540,0,2,1
214310,200546,0,0,0
214318,200553,0,0,1
214320,200554,0,0,0
214322,200556,0,2,0
214323,200557,1,0,2
214329,200560,0,0,1
214332,200563,0,0,0
214333,200564,0,0,0
214337,200567,1,0,2
214343,200572,0,0,0
214344,200573,0,1,1
214347,200576,0,1,0
214350,200579,1,1,2
214351,200580,1,0,0
214352,200581,1,1,0
214354,200583,0,0,0
214356,200584,1,1,3
214357,200585,1,1,0
214362,200588,1,2,0
214367,200592,0,0,0
214368,200593,1,1,0
214370,200594,1,1,0
214371,200595,0,1,0
214378,200601,0,1,1
214380,200603,1,1,2
214383,200605,0,0,0
214385,200606,0,1,1
214388,200609,1,1,0
214397,200617,0,1,1
214398,200618,1,1,0
214404,200623,0,0,1
214406,200624,1,0,0
214412,200628,1,1,0
214419,200635,0,0,0
214420,200636,0,1,0
214423,200638,0,3,0
214428,200641,1,0,0
214432,200645,0,1,0
214435,200646,0,0,0
214437,200648,1,0,2
214440,200651,1,0,2
214445,200655,0,0,2
214447,200656,0,1,1
214448,200657,1,0,0
214449,200658,1,0,0
214453,200662,0,0,0
214454,200663,0,0,1
214457,200666,1,0,1
214458,200667,1,2,1
214459,200668,0,0,0
214464,200672,1,0,0
214471,200676,0,0,1
214472,200677,1,2,0
214475,200679,1,1,1
214478,200680,1,0,2
214480,200681,1,1,2
214483,200684,0,1,1
214484,200685,0,2,0
214487,200687,0,0,1
214488,200688,1,0,1
214489,200689,1,0,1
214492,200691,0,0,1
214496,200695,0,0,1
214497,200696,1,1,1
214498,200697,0,0,0
214499,200698,0,0,1
214502,200700,1,1,0
214510,200707,0,1,0
214511,200708,0,1,1
214515,200712,1,0,3
214519,200715,1,1,1
214522,200717,1,0,3
214523,200718,0,0,0
214524,200719,1,0,0
214525,200720,1,1,0
214526,200721,0,1,0
214527,200722,1,0,2
214529,200723,0,1,1
214533,200726,1,0,2
214534,200727,1,2,2
214535,200728,1,1,0
214538,200730,1,0,3
214541,200731,0,0,0
214543,200733,1,0,1
214544,200734,1,0,3
214545,200735,0,0,2
214546,200736,1,0,1
214547,200737,1,0,0
214548,200738,1,1,3
214549,200738,1,3,0
214552,200741,1,0,2
214553,200742,1,0,0
214558,200747,0,0,0
214560,200749,0,0,2
214562,200750,0,0,0
214566,200754,1,3,0
214569,200757,1,0,0
214571,200759,1,1,0
214572,200760,1,2,0
214575,200762,1,0,1
214576,200763,1,2,2
214580,200766,0,0,2
214582,200768,0,0,0
214585,200771,0,0,0
214586,200772,0,0,1
214589,200775,1,1,0
214595,200780,1,2,0
214600,200784,0,0,0
214605,200787,1,1,1
214609,200791,1,2,3
214610,200792,0,0,0
214616,200798,0,1,0
214618,200800,0,1,0
214619,200801,1,1,0
214622,200804,1,0,0
214623,200805,1,0,3
214624,200806,1,3,2
214625,200807,0,3,0
214627,200808,1,1,0
214635,200816,0,0,2
214636,200817,0,1,1
214639,200820,0,0,1
214640,200821,1,0,0
214641,200822,1,0,1
214643,200824,1,0,1
214644,200825,0,0,0
214645,200826,1,1,0
214646,200827,1,0,0
214647,200828,1,0,2
214652,200831,0,2,0
214657,200835,1,0,1
214660,200838,1,1,1
214664,200840,1,2,1
214667,200843,1,3,0
214669,200845,1,2,0
214670,200846,1,2,0
214672,200848,0,3,0
214674,200850,1,2,0
214675,200851,1,1,1
214678,200854,0,0,0
214679,200855,1,0,0
214686,200860,1,1,0
214691,200864,1,1,0
214692,200865,1,2,1
214693,200866,1,1,0
214698,200871,0,0,0
214723,200892,0,0,0
214726,200895,0,0,2
214731,200898,0,0,0
214733,200900,0,0,1
214734,200901,0,2,0
214735,200902,0,0,0
214736,200903,1,0,3
214740,200907,0,0,0
214749,200914,1,2,0
214751,200915,1,0,0
214752,200916,1,1,0
214755,200919,1,0,3
214756,200920,1,0,1
214758,200922,0,3,0
214761,200925,1,1,0
214762,200926,0,1,0
214771,200934,0,1,0
214776,200938,0,1,0
214781,200942,1,2,0
214783,200944,1,0,1
214787,200947,0,1,0
214789,200949,1,0,3
214792,200951,1,1,1
214793,200952,1,0,1
214795,200954,0,1,0
214800,200958,1,2,2
214802,200960,0,0,0
214803,200961,0,0,2
214804,200962,0,2,0
214809,200965,0,0,0
214812,200967,1,2,0
214813,200968,1,1,3
214816,200970,0,0,1
214817,200971,0,0,0
214823,200976,0,0,1
214824,200977,1,0,0
214825,200978,1,0,1
214828,200979,1,1,1
214829,200980,1,0,0
214830,200981,0,1,2
214834,200984,1,0,3
214836,200986,0,1,1
214840,200989,0,0,2
214844,200991,0,0,1
214846,200993,0,1,1
214850,200997,1,0,1
214853,200999,0,0,1
214855,201001,0,0,0
214859,201003,1,1,0
214860,201004,1,1,0
214862,201004,0,2,1
214863,201005,0,0,1
214864,201006,0,1,0
214865,201007,1,0,0
214868,201009,0,0,0
214871,201010,0,0,1
214873,201012,1,1,0
214874,201013,1,0,1
214879,201016,0,2,0
214881,201018,1,1,0
214882,201019,0,0,0
214885,201022,1,0,2
214887,201022,1,0,1
214888,201023,0,0,2
214895,201028,0,1,2
214898,201031,1,1,2
214899,201032,1,1,0
214904,201037,1,1,1
214906,201038,1,0,0
214911,201042,1,0,0
214914,201044,0,0,2
214917,201046,1,0,0
214918,201047,1,0,0
214919,201048,1,1,1
214924,201052,0,0,0
214929,201055,1,1,1
214933,201058,1,1,0
214938,201062,0,0,0
214940,201063,1,0,2
214942,201065,0,0,0
214944,201067,0,1,1
214948,201071,1,1,0
214950,201073,0,0,1
214953,201076,0,1,0
214956,201078,0,2,0
214965,201086,1,0,2
214966,201087,0,0,4
214967,201088,1,0,1
214971,201092,1,3,0
214972,201093,1,2,0
214978,201099,1,0,1
214979,201100,1,1,0
214980,201101,1,0,0
214981,201101,0,1,0
214983,201103,1,1,0
214985,201105,1,1,0
214986,201105,0,2,0
214989,201108,1,0,0
214992,201111,1,1,0
215001,201120,0,0,1
215003,201121,0,1,0
215007,201124,1,3,0
215013,201129,0,0,1
215014,201130,0,0,1
215019,201135,0,0,0
215021,201137,0,0,0
215022,201138,1,0,1
215026,201141,1,1,0
215027,201142,1,2,1
215031,201143,1,0,1
215033,201145,1,1,0
215034,201146,1,2,0
215035,201147,0,1,0
215036,201148,0,0,1
215037,201149,1,0,0
215039,201150,0,0,1
215041,201151,1,0,1
215044,201154,1,1,0
215045,201155,1,0,0
215046,201155,1,1,2
215048,201157,0,1,0
215049,201158,1,1,0
215053,201161,0,0,2
215057,201164,0,2,0
215058,201165,1,1,2
215059,201166,0,2,1
215064,201170,0,1,1
215065,201171,1,1,0
215066,201172,1,0,1
215069,201175,1,0,1
215072,201178,1,1,0
215075,201181,1,2,0
215077,201183,0,0,2
215078,201184,0,0,0
215081,201187,1,0,2
215092,201196,0,1,0
215095,201199,0,1,3
215100,201203,0,0,0
215106,201207,1,2,2
215110,201209,0,0,2
215113,201211,1,2,0
215114,201212,0,0,3
215118,201215,0,0,1
215123,201220,0,1,0
215124,201221,0,1,0
215129,201226,0,2,0
215133,201229,1,1,0
215135,201231,1,1,0
215138,201233,0,1,1
215140,201235,1,1,3
215143,201238,1,1,1
215146,201241,0,2,0
215148,201243,1,1,1
215149,201244,0,1,1
215150,201245,1,2,0
215157,201249,0,0,0
215158,201250,1,1,2
215160,201251,0,0,0
215161,201252,0,0,1
215162,201253,0,2,2
215164,201255,0,1,0
215167,201258,1,0,1
215172,201262,0,0,1
215176,201265,0,2,0
215181,201270,0,2,0
215182,201271,1,1,0
215183,201272,1,0,2
215185,201274,1,1,0
215188,201277,1,1,0
215190,201279,1,0,2
215192,201281,1,0,2
215196,201285,0,0,0
215198,201287,1,1,0
215199,201288,0,1,2
215200,201289,0,0,1
215201,201290,0,0,3
215204,201292,1,0,1
215205,201293,0,0,2
215211,201298,0,0,1
215213,201300,0,0,0
215219,201304,0,0,0
215223,201308,0,0,2
215225,201310,1,1,0
215231,201314,1,0,0
215232,201315,1,0,1
215234,201317,0,1,3
215235,201318,1,0,0
215236,201319,0,0,0
215239,201322,1,0,1
215246,201328,1,2,1
215250,201331,1,1,2
215258,201339,0,2,0
215261,201341,0,0,0
215265,201344,1,1,0
215266,201345,1,0,0
215268,201347,0,1,2
215269,201348,0,1,0
215272,201351,0,0,0
215278,201353,0,0,2
215280,201354,1,1,1
215283,201357,1,1,0
215284,201358,0,0,0
215285,201359,1,3,0
215286,201360,0,0,0
215288,201362,1,1,0
215289,201362,1,0,0
215290,201363,0,0,1
215294,201367,1,1,1
215297,201370,1,2,1
215298,201371,1,1,0
215299,201372,0,0,0
215304,201376,1,1,0
215306,201378,1,1,2
215311,201382,1,0,2
215314,201385,0,0,4
215315,201386,0,1,1
215325,201392,1,0,0
215332,201397,0,0,0
215337,201401,0,0,0
215339,201403,0,2,0
215341,201405,1,1,0
215347,201410,0,1,0
215348,201411,0,1,0
215349,201412,0,1,1
215352,201415,1,1,0
215353,201416,1,0,2
215359,201421,1,0,1
215362,201423,0,0,2
215363,201424,1,1,0
215364,201425,1,0,2
215370,201430,1,2,0
215376,201436,0,1,0
215377,201437,0,0,1
215380,201440,1,1,0
215387,201446,0,0,1
215391,201449,0,0,2
215395,201451,1,0,1
215400,201455,1,1,1
215401,201456,1,1,2
215402,201456,0,1,3
215405,201459,1,0,1
215414,201467,0,0,0
215416,201469,1,2,1
215420,201472,0,1,0
215422,201473,1,0,1
215425,201476,0,0,1
215427,201478,1,1,0
215428,201479,1,2,0
215439,201489,1,2,0
215441,201490,0,0,0
215442,201491,0,3,0
215444,201493,0,1,0
215450,201498,0,1,1
215454,201502,1,1,2
215458,201504,0,0,0
215462,201508,0,1,0
215466,201510,1,2,0
215472,201516,1,0,0
215474,201518,0,0,0
215475,201519,1,1,0
215477,201521,1,0,2
215478,201522,0,0,2
215479,201523,1,3,1
215480,201524,0,1,1
215482,201526,0,1,3
215484,201528,1,1,0
215486,201530,1,0,1
215488,201532,0,1,0
215491,201534,0,1,1
215495,201536,1,1,0
215496,201537,1,1,1
215501,201540,0,0,1
215503,201542,0,2,2
215504,201543,0,0,0
215513,201549,1,1,2
215514,201550,0,0,0
215516,201551,0,0,1
215519,201554,0,0,2
215520,201555,0,0,0
215528,201560,0,1,1
215529,201561,0,1,1
215530,201562,0,0,0
215532,201563,1,3,0
215536,201564,0,1,2
215539,201567,0,0,0
215540,201568,1,0,2
215547,201575,0,0,0
215549,201577,0,0,1
215551,201579,0,0,1
215554,201582,1,1,1
215555,201583,1,0,3
215556,201584,0,0,0
215560,201588,1,1,0
215561,201589,1,0,3
215564,201592,0,0,2
215570,201596,0,1,0
215572,201598,1,1,0
215573,201599,1,0,2
215574,201600,0,0,1
215579,201603,1,0,0
215580,201604,1,0,2
215582,201605,1,1,1
215587,201610,0,0,0
215589,201612,1,2,0
215590,201613,0,0,1
215592,201615,0,0,0
215593,201616,1,2,0
215599,201621,1,1,1
215604,201626,1,0,0
215608,201629,0,0,1
215610,201631,1,1,0
215611,201632,1,0,0
215614,201635,0,0,2
215617,201637,1,0,2
215618,201638,0,0,1
215621,201641,1,0,0
215630,201647,0,0,1
215632,201648,0,1,0
215633,201649,0,0,0
215637,201653,1,1,2
215639,201655,1,1,0
215646,201660,0,2,0
215655,201666,1,1,0
215664,201673,0,2,0
215669,201678,0,1,3
215671,201679,1,1,0
215672,201680,1,1,1
215674,201682,0,0,0
215676,201684,0,0,1
215682,201689,1,0,0
215686,201693,1,1,0
215690,201696,0,0,0
215694,201698,1,1,0
215695,201698,0,2,1
215697,201699,1,1,3
215698,201700,0,1,0
215704,201705,0,1,0
215706,201707,1,0,2
215709,201710,0,0,0
215714,201715,0,1,0
215718,201719,1,1,1
215721,201720,1,1,0
215722,201721,1,1,1
215728,201726,0,0,0
215731,201729,1,1,3
215737,201734,1,0,1
215740,201737,0,0,0
215741,201738,1,0,1
215742,201739,0,0,0
215743,201740,0,1,0
215748,201745,0,1,1
215749,201746,1,1,0
215751,201748,0,0,0
215752,201749,1,0,1
215754,201751,0,1,0
215756,201753,0,0,0
215757,201754,1,0,0
215760,201757,1,1,1
215761,201758,1,0,0
215763,201759,1,3,0
215764,201760,0,1,1
215768,201762,1,1,0
215770,201764,0,1,2
215772,201765,0,0,0
215774,201767,1,2,1
215776,201769,0,2,0
215777,201770,0,2,1
215783,201775,0,0,0
215787,201779,0,0,0
215788,201780,1,0,0
215791,201783,0,3,5
215795,201787,1,0,0
215796,201788,0,0,0
215799,201791,1,1,1
215803,201794,1,0,2
215810,201801,0,3,0
215813,201804,1,1,1
215816,201807,1,1,3
215817,201808,0,2,1
215818,201809,1,3,0
215819,201810,0,2,0
215821,201811,1,1,1
215823,201813,1,0,0
215826,201815,0,0,0
215827,201816,0,1,1
215829,201817,0,0,0
215830,201818,1,1,0
215833,201821,0,1,0
215835,201823,0,0,0
215838,201826,0,0,0
215839,201827,0,0,3
215842,201827,1,0,2
215846,201830,1,2,0
215847,201831,0,0,0
215848,201832,0,0,1
215852,201835,1,1,1
215854,201837,0,1,1
215860,201843,0,0,1
215874,201856,0,1,1
215875,201857,1,2,0
215887,201866,1,0,1
215888,201867,1,1,0
215891,201869,1,2,0
215900,201878,1,2,0
215902,201880,0,1,0
215905,201882,1,1,1
215909,201886,1,0,0
215915,201890,0,0,0
215925,201898,1,0,1
215927,201900,1,0,1
215930,201901,0,1,0
215933,201904,1,1,0
215935,201906,0,0,2
215939,201909,0,0,0
215943,201912,1,1,0
215944,201913,0,0,0
215945,201914,1,2,0
215947,201916,0,2,0
215950,201918,1,1,0
215951,201919,0,0,0
215954,201922,1,0,1
215956,201924,1,1,1
215960,201927,0,0,1
215961,201928,1,1,0
215963,201930,0,0,1
215965,201932,0,2,0
215968,201933,0,0,1
215970,201935,0,0,0
215972,201937,0,0,3
215979,201943,0,2,0
215980,201944,0,0,0
215986,201948,1,0,2
215987,201949,1,0,0
215989,201950,1,1,0
215994,201953,1,1,0
215999,201956,0,0,0
216003,201959,1,3,1
216004,201960,0,1,0
216005,201961,0,0,1
216009,201964,1,1,0
216014,201969,0,2,0
216015,201970,0,0,0
216018,201972,1,0,0
216023,201977,0,0,1
216028,201981,1,0,0
216036,201987,0,0,1
216037,201988,0,0,0
216038,201989,1,1,2
216040,201991,0,0,0
216042,201993,0,1,0
216046,201996,0,0,1
216053,201999,0,0,0
216054,202000,1,1,0
216056,202001,1,0,3
216058,202003,0,1,1
216063,202006,0,0,1
216065,202007,0,1,2
216067,202008,1,1,1
216069,202010,0,0,1
216070,202011,0,1,0
216071,202012,0,2,0
216072,202013,1,1,0
216073,202014,0,1,1
216075,202016,0,1,1
216076,202017,1,0,0
216077,202018,0,0,0
216078,202019,0,1,1
216080,202020,1,0,1
216082,202021,1,0,0
216090,202027,0,0,1
216091,202028,0,2,0
216094,202029,1,1,0
216097,202032,1,0,0
216098,202032,0,0,2
216102,202036,0,0,0
216105,202038,0,0,2
216106,202039,0,1,0
216107,202040,1,2,0
216113,202046,0,1,2
216114,202047,0,0,0
216115,202048,1,2,1
216117,202050,0,0,0
216122,202055,1,0,0
216125,202058,0,0,0
216127,202060,0,0,0
216129,202062,1,2,0
216130,202063,0,0,1
216135,202066,1,1,2
216136,202067,0,0,0
216137,202068,0,0,2
216138,202069,0,0,1
216144,202074,0,0,2
216149,202078,0,1,0
216151,202080,1,2,1
216157,202084,1,1,0
216159,202086,1,2,2
216162,202087,0,0,0
216166,202089,1,1,1
216169,202092,0,0,0
216170,202093,0,1,1
216171,202094,0,0,1
216180,202098,1,0,0
216181,202098,0,0,0
216183,202100,0,0,0
216187,202103,1,1,0
216188,202103,1,0,2
216192,202107,0,0,0
216193,202108,1,1,0
216195,202109,0,1,1
216199,202111,1,0,0
216203,202115,1,0,0
216206,202117,0,0,0
216207,202118,0,0,3
216208,202119,0,1,2
216214,202125,0,0,1
216216,202127,1,1,0
216218,202129,0,1,0
216220,202130,0,1,1
216222,202132,1,1,2
216224,202133,0,0,0
216228,202135,1,0,2
216232,202139,0,0,1
216235,202141,1,1,0
216241,202146,1,1,0
216242,202147,1,2,0
216245,202150,1,2,0
216247,202151,0,1,0
216251,202155,0,0,0
216252,202156,0,0,0
216254,202157,0,1,0
216257,202160,1,1,1
216263,202164,1,0,0
216264,202165,1,0,2
216269,202168,0,0,0
216271,202170,1,3,0
216274,202172,1,1,0
216278,202176,0,0,0
216280,202177,1,1,0
216283,202179,1,1,0
216286,202181,0,0,1
216292,202185,0,1,0
216297,202188,1,0,1
216302,202192,0,0,1
216305,202195,1,0,1
216307,202197,0,1,0
216310,202200,0,0,1
216311,202201,1,1,0
216316,202206,0,0,0
216319,202209,0,0,0
216323,202213,0,0,1
216324,202213,0,1,1
216327,202215,0,0,0
216336,202221,1,0,1
216338,202223,0,1,0
216339,202224,0,2,1
216340,202225,1,3,2
216341,202226,1,1,2
216346,202230,1,0,1
216348,202232,0,0,0
216350,202234,0,2,0
216351,202235,1,1,1
216352,202236,0,0,0
216355,202239,1,1,0
216356,202240,0,0,3
216357,202241,1,0,3
216359,202243,0,0,0
216361,202245,0,2,2
216365,202248,1,1,0
216367,202250,0,1,0
216371,202254,0,0,0
216373,202256,0,1,1
216374,202257,1,2,0
216375,202257,0,1,1
216378,202259,0,0,0
216380,202261,0,0,0
216383,202264,0,1,1
216387,202268,0,0,0
216389,202270,1,0,2
216392,202273,1,0,2
216395,202274,1,0,2
216398,202276,0,0,0
216399,202277,0,0,0
216400,202278,1,1,0
216407,202285,0,0,0
216408,202286,1,0,2
216411,202288,1,2,0
216416,202290,0,0,0
216425,202298,0,0,0
216427,202300,0,0,0
216428,202301,0,0,0
216432,202305,1,1,1
216434,202307,1,0,2
216435,202308,0,0,0
216437,202310,0,0,0
216439,202312,1,2,0
216440,202313,1,2,2
216445,202318,0,0,1
216446,202319,0,0,1
216449,202320,0,0,1
216450,202321,1,2,0
216457,202326,1,2,0
216461,202329,0,1,0
216463,202331,0,1,0
216465,202333,1,1,0
216466,202334,1,0,0
216467,202335,1,1,0
216468,202336,0,1,0
216471,202339,0,1,1
216475,202342,1,2,1
216479,202345,0,0,0
216483,202349,1,0,2
216485,202350,1,2,0
216487,202352,0,1,1
216490,202354,1,0,2
216491,202355,1,1,0
216492,202356,1,2,0
216494,202358,1,1,2
216500,202363,0,1,0
216501,202364,0,2,1
216502,202364,0,1,1
216507,202368,0,0,0
216512,202373,0,1,0
216514,202375,1,1,1
216515,202376,0,2,1
216517,202378,0,0,0
216521,202382,0,1,0
216523,202384,0,0,0
216524,202385,1,1,1
216526,202387,1,0,0
216527,202388,0,0,0
216530,202391,0,2,1
216539,202399,1,1,1
216540,202400,1,3,0
216542,202401,0,0,0
216544,202403,1,2,1
216545,202404,1,1,1
216549,202407,1,1,2
216550,202408,1,1,0
216551,202409,0,1,0
216552,202410,1,2,1
216555,202413,1,0,1
216557,202415,0,0,1
216563,202421,0,1,0
216564,202422,1,0,4
216567,202425,0,1,1
216568,202426,0,0,1
216569,202427,0,0,0
216570,202428,1,1,0
216572,202430,1,2,1
216573,202431,0,2,0
216574,202432,0,1,1
216579,202437,0,2,0
216582,202440,1,1,3
216584,202441,0,0,0
216590,202446,0,1,0
216592,202448,1,1,1
216594,202449,0,1,0
216595,202450,1,0,1
216596,202451,0,0,0
216597,202452,1,1,1
216598,202453,1,1,1
216600,202455,1,0,0
216603,202458,0,0,0
216605,202460,1,2,2
216609,202464,0,1,1
216610,202465,1,0,0
216617,202470,1,0,1
216618,202471,0,0,0
216623,202475,1,0,1
216627,202479,0,1,1
216629,202480,0,1,0
216630,202481,1,0,1
216638,202489,1,1,1
216641,202492,0,1,0
216642,202493,1,0,1
216643,202494,1,1,0
216645,202496,1,1,0
216656,202503,1,2,1
216657,202504,1,0,0
216660,202507,0,1,1
216661,202508,1,2,0
216662,202509,1,1,0
216664,202511,0,0,0
216665,202512,0,0,0
216666,202513,0,1,0
216667,202514,1,0,1
216668,202515,1,0,1
216672,202519,1,1,4
216673,202520,1,0,1
216674,202521,0,0,0
216679,202525,0,0,0
216680,202526,1,0,0
216681,202527,1,1,2
216685,202529,1,2,2
216688,202531,1,0,0
216691,202534,1,2,0
216696,202539,0,0,0
216699,202541,0,3,2
216700,202542,1,1,1
216701,202543,0,2,0
216705,202546,0,0,0
216708,202549,0,1,1
216710,202551,0,1,0
216711,202552,0,1,1
216714,202554,0,1,1
216719,202556,0,2,1
216722,202559,1,2,0
216728,202564,1,0,1
216729,202565,0,0,0
216730,202566,1,1,1
216732,202568,0,0,1
216733,202569,1,1,0
216735,202571,0,0,0
216738,202573,1,0,0
216739,202574,1,2,0
216742,202576,1,0,0
216743,202577,1,0,0
216747,202581,1,0,0
216749,202583,0,1,1
216750,202584,1,1,1
216751,202585,0,1,1
216753,202587,0,0,0
216756,202590,0,0,2
216759,202592,1,1,0
216760,202593,1,3,1
216761,202594,1,3,0
216765,202598,1,0,0
216766,202599,1,0,0
216770,202603,0,0,1
216771,202604,0,2,1
216774,202605,1,1,0
216779,202610,1,1,1
216780,202611,0,0,1
216781,202612,0,0,1
216789,202618,1,2,0
216791,202619,1,0,0
216793,202621,1,3,0
216797,202625,0,2,1
216800,202627,0,0,0
216801,202628,1,0,2
216803,202630,0,0,0
216806,202632,0,0,0
216808,202634,1,2,0
216813,202638,1,0,1
216822,202646,1,0,0
216824,202648,1,1,0
216829,202652,1,1,1
216834,202656,0,2,0
216835,202657,0,1,1
216837,202659,1,1,0
216842,202663,0,1,0
216844,202665,1,0,0
216846,202667,0,0,2
216848,202669,1,1,2
216849,202670,0,1,0
216850,202671,1,1,0
216852,202673,0,1,0
216853,202674,0,0,0
216857,202678,0,0,0
216860,202679,1,0,1
216864,202682,0,0,0
216867,202685,1,1,0
216868,202686,0,0,1
216875,202692,1,1,0
216877,202694,0,1,0
216879,202696,1,0,2
216882,202698,0,1,0
216883,202699,1,0,0
216884,202700,1,2,0
216894,202707,0,0,0
216897,202710,0,0,0
216899,202711,0,2,0
216902,202713,1,0,0
216907,202717,0,0,1
216908,202718,0,0,0
216909,202719,1,1,0
216913,202722,0,1,0
216916,202725,1,1,2
216924,202730,0,0,0
216925,202731,0,0,0
216926,202732,0,0,0
216931,202736,1,0,1
216933,202737,0,0,0
216934,202738,0,2,1
216940,202744,0,1,1
216945,202748,1,1,1
216947,202750,0,1,1
216950,202753,0,0,0
216957,202760,1,2,0
216958,202761,1,0,1
216961,202764,1,1,1
216965,202766,1,2,0
216966,202767,1,0,1
216968,202769,0,1,0
216971,202771,1,0,1
216977,202775,1,2,0
216981,202779,1,0,0
216983,202781,0,0,1
216988,202786,0,0,0
216989,202787,1,1,2
216991,202788,0,0,3
216993,202790,0,0,0
216995,202792,0,0,0
216996,202793,0,1,0
216999,202796,0,0,0
217003,202798,1,0,0
217009,202801,1,2,0
217011,202803,1,0,0
217012,202804,0,0,0
217013,202805,1,0,0
217014,202806,1,1,0
217017,202809,1,1,1
217019,202811,0,1,0
217021,202813,1,0,3
217022,202813,1,2,3
217024,202815,0,0,1
217025,202816,1,1,1
217027,202818,0,0,2
217031,202821,1,1,1
217032,202822,1,0,1
217042,202830,1,0,0
217049,202836,0,0,1
217050,202837,1,0,0
217052,202839,1,0,3
217053,202840,1,2,0
217054,202841,0,0,0
217055,202842,0,0,0
217056,202843,1,0,2
217057,202844,1,0,1
217059,202846,0,1,1
217064,202849,1,0,4
217068,202852,0,2,0
217072,202856,1,0,1
217074,202857,0,1,0
217080,202862,0,0,3
217086,202866,0,1,1
217087,202867,0,1,1
217093,202871,1,0,1
217100,202877,0,0,0
217102,202879,0,0,0
217103,202880,1,2,0
217104,202881,1,1,0
217106,202882,0,2,0
217108,202883,0,2,0
217110,202885,1,2,0
217116,202890,1,2,2
217119,202892,1,1,1
217120,202893,0,0,2
217124,202897,0,0,0
217128,202901,1,1,1
217130,202903,1,2,0
217134,202907,1,1,1
217138,202911,0,1,0
217143,202916,0,1,1
217145,202917,0,1,0
217154,202925,0,0,1
217155,202926,0,1,0
217156,202927,1,0,0
217160,202930,1,0,1
217161,202931,1,0,0
217162,202932,1,2,0
217163,202933,1,0,1
217165,202934,0,0,2
217166,202934,1,0,1
217170,202938,1,2,5
217172,202940,0,0,1
217173,202941,0,1,0
217176,202943,1,1,0
217177,202944,0,0,1
217181,202947,0,0,0
217182,202948,1,1,1
217183,202949,0,0,0
217186,202951,1,1,0
217187,202952,0,0,1
217190,202955,0,1,1
217191,202956,0,0,0
217192,202957,0,2,0
217195,202960,1,1,1
217196,202961,0,0,0
217201,202963,1,1,0
217202,202964,1,0,0
217209,202969,1,3,2
217213,202973,1,0,3
217215,202975,1,2,2
217216,202976,0,0,0
217221,202980,0,0,1
217222,202981,1,1,4
217224,202983,0,1,1
217227,202985,0,1,0
217228,202986,0,0,0
217229,202987,1,0,1
217231,202989,1,0,2
217232,202990,1,0,2
217238,202996,0,1,0
217241,202999,0,1,0
217245,203003,1,1,0
217248,203005,1,0,0
217249,203006,1,1,0
217252,203008,1,2,0
217259,203015,0,0,0
217261,203016,1,2,0
217264,203018,0,0,0
217265,203019,0,1,2
217266,203020,1,1,3
217271,203024,1,0,2
217276,203029,1,1,0
217279,203032,0,1,2
217281,203033,0,1,0
217288,203038,1,0,0
217290,203040,0,2,1
217291,203041,1,0,1
217293,203043,0,0,1
217298,203047,1,0,1
217300,203049,1,0,0
217301,203050,0,0,1
217302,203051,1,1,0
217305,203054,1,0,1
217306,203054,1,1,0
217309,203055,1,2,0
217310,203055,0,3,0
217314,203058,1,0,0
217316,203060,1,0,2
217321,203064,0,0,0
217323,203066,0,1,0
217327,203068,1,1,1
217329,203070,1,0,3
217330,203071,0,0,0
217331,203072,0,4,0
217332,203073,1,0,1
217333,203074,1,2,0
217335,203076,1,1,2
217336,203077,0,1,0
217338,203078,0,0,0
217340,203080,1,1,0
217345,203085,1,1,1
217357,203093,1,0,0
217368,203098,0,0,3
217372,203101,0,0,0
217373,203102,0,1,0
217376,203105,1,1,1
217379,203108,1,2,1
217381,203109,0,1,2
217383,203111,1,0,0
217387,203115,1,4,0
217388,203116,0,1,0
217390,203118,0,1,2
217392,203119,1,1,1
217397,203122,0,1,0
217398,203123,1,0,1
217399,203124,1,1,1
217401,203125,1,0,2
217402,203126,1,0,1
217404,203127,1,0,1
217407,203130,1,1,0
217409,203132,1,0,2
217411,203134,1,1,0
217414,203137,0,3,0
217417,203139,1,1,0
217419,203141,0,2,0
217425,203146,1,2,0
217427,203147,1,0,2
217430,203150,0,0,1
217431,203151,1,0,1
217435,203155,1,3,0
217438,203158,1,1,2
217439,203159,0,0,0
217443,203162,0,1,2
217444,203163,0,1,0
217445,203164,1,0,1
217446,203165,0,3,1
217449,203166,0,2,0
217451,203168,0,0,3
217458,203175,0,0,1
217461,203177,0,0,0
217468,203184,0,1,1
217472,203188,1,2,1
217475,203191,0,0,1
217476,203192,0,0,0
217482,203196,0,0,0
217483,203197,0,1,2
217485,203199,0,0,5
217490,203202,0,2,0
217491,203203,1,0,1
217494,203205,0,1,0
217497,203208,0,1,0
217498,203209,0,0,0
217504,203213,0,0,1
